candidate_id,pass_id,order,progress,visual_confidence,confidence_band,best_source_flower,best_source_pass,best_visual_similarity,evidence_coverage,generation_class,warnings
vfg-4cdf4ecd7e0d4d3a,visual-01-001,1,0.0,43.8383,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5994979853178573,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-002,2,0.06666667,44.1831,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-001,0.6042132169947425,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-003,3,0.13333333,44.4397,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.6077228862081456,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-004,4,0.2,44.2891,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.6056634554217614,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-005,5,0.26666667,43.9266,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.6007053561283415,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-006,6,0.33333333,43.5598,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5956896873490618,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-007,7,0.4,43.1899,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5906306522872864,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-008,8,0.46666667,42.8028,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5853372380871185,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-009,9,0.53333333,42.3988,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5798124567485925,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-010,10,0.6,41.9873,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-002,HISTORICAL-FLOWER-002-pass-002,0.5741848165477871,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-011,11,0.66666667,41.6079,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-002,HISTORICAL-FLOWER-002-pass-002,0.5689972569392553,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-012,12,0.73333333,41.2017,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-002,HISTORICAL-FLOWER-002-pass-002,0.563442470170398,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-013,13,0.8,40.7813,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-002,HISTORICAL-FLOWER-002-pass-002,0.5576929177572868,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-014,14,0.86666667,40.3547,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-002,HISTORICAL-FLOWER-002-pass-002,0.55185921381629,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-015,15,0.93333333,39.9055,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-002,HISTORICAL-FLOWER-002-pass-002,0.5457160270863582,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-4cdf4ecd7e0d4d3a,visual-01-016,16,1.0,39.4721,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-002,HISTORICAL-FLOWER-002-pass-002,0.5397895756511124,0.95,GENERIC_VISUAL_INTERPOLATION,
vfg-6d9ca54febb64abd,visual-02-001,1,0.0,52.6059,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5994979853178573,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-002,2,0.06666667,52.9367,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.6032669071259433,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-003,3,0.13333333,53.2887,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.6072787504953223,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-004,4,0.2,53.2048,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.6063224469329631,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-005,5,0.26666667,52.8776,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.6025937781844873,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-006,6,0.33333333,52.4199,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5973775417159686,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-007,7,0.4,51.9259,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5917479544642908,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-008,8,0.46666667,51.4039,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5857992413693449,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-009,9,0.53333333,50.8318,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5792794627978581,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-010,10,0.6,50.2826,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-002,HISTORICAL-FLOWER-002-pass-002,0.5730208980942624,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-011,11,0.66666667,49.7284,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-002,HISTORICAL-FLOWER-002-pass-002,0.5667050582820596,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-012,12,0.73333333,49.1752,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-002,HISTORICAL-FLOWER-002-pass-002,0.5604013375529945,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-013,13,0.8,48.6314,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-002,HISTORICAL-FLOWER-002-pass-002,0.5542043233604536,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-014,14,0.86666667,48.1397,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-002,HISTORICAL-FLOWER-002-pass-002,0.5486004496426732,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-015,15,0.93333333,47.7173,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-002,HISTORICAL-FLOWER-002-pass-002,0.5437869993348188,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-6d9ca54febb64abd,visual-02-016,16,1.0,47.3665,INSUFFICIENT_VISUAL_SUPPORT,HISTORICAL-FLOWER-002,HISTORICAL-FLOWER-002-pass-002,0.5397895756511124,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-210d1c0d57db88fc,visual-03-001,1,0.0,52.6059,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5994979853178573,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-210d1c0d57db88fc,visual-03-002,2,0.06666667,52.9367,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.6032669071259433,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-210d1c0d57db88fc,visual-03-003,3,0.13333333,53.2887,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.6072787504953223,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-210d1c0d57db88fc,visual-03-004,4,0.2,53.2048,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.6063224469329631,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-210d1c0d57db88fc,visual-03-005,5,0.26666667,52.8776,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.6025937781844873,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-210d1c0d57db88fc,visual-03-006,6,0.33333333,52.4199,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5973775417159686,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-210d1c0d57db88fc,visual-03-007,7,0.4,51.9259,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5917479544642908,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-210d1c0d57db88fc,visual-03-008,8,0.46666667,51.4039,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5857992413693449,0.95,WARPED_HISTORICAL_TEMPLATE,
vfg-210d1c0d57db88fc,visual-03-009,9,0.53333333,50.8318,WEAK_VISUAL_SUPPORT,HISTORICAL-FLOWER-001,HISTORICAL-FLOWER-001-pass-002,0.5792794627978581,0.95,WARPED_HISTORICAL_TEMPLATE,
